"Color:","azul","",""
"Factor Amplificación",10E-11,"",""
"","","","",""
"Cero V2: (V)","Final",1.5417E-05,0.000409643
"","","","",""
"V1 (V)","SV1 (V)","V2 (V)","SV2 (V)"
0.002480009,0.00002304,1.492428,0.00556975
-0.09793094,1.69521E-05,1.13689,0.00606371
-0.198202,1.55263E-05,0.8244101,0.00208013
-0.297169,3.35664E-05,0.64032999,0.0141386
-0.3967398,3.70602E-05,0.4755104,0.00395242
-0.4968462,3.45575E-05,0.3019556,0.0117945
-0.5970411,3.28409E-05,0.1543169,0.000590156
-0.6981553,1.55703E-05,0.07474246,0.00056138
-0.7976873,2.51417E-05,0.02730463,0.00211607
-0.8961254,4.13229E-05,-0.002975089,0.00112368
-0.9983684,4.98992E-05,-0.02181374,0.000928514
-1.099037,2.91941E-05,-0.03159177,0.000619329
-1.199716,1.78392E-05,-0.03916399,0.000947121
-1.298774,3.91108E-05,-0.04665328,0.000522203
-1.398037,3.64188E-05,-0.05360795,0.000612621
-1.497799,3.87302E-05,-0.05463031,0.00250573
